id,faculty_id,text,score,date,course,tough_grader,get_ready_to_read,participation_matters,extra_credit,group_projects,amazing_lectures,clear_grading_criteria,gives_good_feedback,inspirational,lots_of_homework,hilarious,beware_of_pop_quizzes,so_many_papers,caring,respected,lecture_heavy,test_heavy,graded_by_few_things,accessible_outside_class,online_savvy
26706034,161,"Terribly boring class and his lectures don't help make it interesting, but he's a nice guy. Homework was reasonable and tests were hard but graded very easily. He also posted lecture notes with examples which were helpful.",3,2016-06-08,STATS426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25897939,161,His lecture slides is more clear than the lecture itself. But I recommend to go to his lecture because you get a better idea of what is going on. He is a very nice and generous grader. You just need to listen and do your homwork.,3,2016-01-07,STATS500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25597016,161,He is a very nice person but a horrible horrible lecturer. Very bad at interacting with students. Classes can not be more boring. Hard to keep up with the material because of his teaching style.,2,2015-12-08,STATS425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18454267,161,"This is a boring class and Green is horrible at teaching so you learn very little. Exams pick out the tiniest details, but you can have a page of notes (2 for the final) so you could print out all the notes in very small font if you so chose. Grading is lenient which makes up for the horrible teaching. Don't take this class unless you have to.",1,2011-04-22,STATS449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17999414,161,Homeworks are difficult but he pretty much does them for you in office hours. Exams are either easy or graded very generously. Not a difficult class but I also feel like I didn't learn much. Not a bad professor but lectures are very boring and he often goes on tangents and teaches things not related to the class.,3,2010-12-19,STATS426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17698128,161,The class may not be that interesting. But the professor explains things clearly and the exam is not too hard.,4,2010-10-27,STATS426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16482365,161,i would recommend him,5,2009-12-06,IOE437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14578134,161,"He is extremely picky. Often gives 10 pages of directions for a 3 page assignment. Sometimes can be very annoying. However, if you like ergonomics and/or computers, this is a good class. All lab work is outside of class and everyone ends up with a B or higher.",5,2008-06-12,IOE436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504932,161,I had Paul Green about 5 years ago and really enjoyed his class ( which can't be said for most IOE classes I took). I think the attention to detail was a bit on the extreme/unnecessary side at times but you have to appreciate Prof Green's passion for what he does. I enjoyed the fact that the class was a bit more hands on than most.,4,2007-10-03,IOE436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11791814,161,"Not a terribly difficult class, but be sure not to get behind...late penalties are rather severe. Tough grader (most people will get grades in 80's on assignments) but very rarely gives anything lower than a B. Large part of grade is subjective, be sure to go to class and participate...it will definitely help your grade. Very interesting guy.",4,2006-04-30,IOE436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10518726,161,took both classes years ago and did my senior design for him. great guy and very passionate about his work. i encourage anyone interested in his topics to stop and have a conversation with him - he's an amazing person!!,4,2005-09-17,334AND436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10209556,161,"Comes off as a bit of a typical, arrogant, engineering professor at first, but if you make an effort to participate in class, you'll actually find him to be one of the better engin profs. VERY nit-picky on assignments (he'll measure margins with a ruler), but using his 12-page guide for report writing has helped in other classes bigtime!",5,2005-09-06,IOE436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640748,161,"This class is really easy, I highly recommend it, much easier than 334. No exams, only lab assignments, which can be frustrating at first glance. You will not get less than a B.",3,2005-04-16,IOE436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846570,161,"He is a nice guy and has been the instructor since the class existed. The grading is very hard and detail oriented, but that is suppose to be for our ""benefit"". Overall, I like him as a professor. I will be taking 436 with him in the winter.",4,2004-11-28,IOE334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34995155,162,Truthfully an enjoyable course and an inspirational professor. Would take the course again give the opportunity!,5,2021-07-30,SIADS501,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32594071,162,"Professor Resnick is one of my favorite people in this world. He is like a father figure to me. Yes, his class is hard but its because coding is hard, not bc him. If coding isn't your thing don't take it out on this man. He played the fiddle for us and danced after each exam. He tells a joke at the beginning of lecture each week. Love this man",4,2019-12-10,SI106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32585869,162,"Professor Resnick's class is no joke. The tests feel like a series of trick questions and are very difficult to prepare for. The tests seem to test your ability to think algorithmically rather than your ability to execute what you have been taught. If you haven't taken coding before, this will be a VERY challenging class.",3,2019-12-10,SI106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
32458180,162,"This was definitely a tough class, but it was also really interesting and I think Professor Resnick did a good job of making the material manageable. The final was much harder than the midterm, but in general if you put in the work the class was average difficulty. Very clear lectures, lots of examples, and the professor was very open to feedback.",4,2019-11-21,SI106,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31851377,162,"Paul Resnick was a good professor, but sometimes he was awkward. During the general lectures - which were mandatory - I often felt like I was wasting time.",3,2019-05-12,SI106,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
31701662,162,"Professor Resnick's class was complex in the fact that 90% of the material we were responsible to learn was independent and on the online textbook. This is not the best way to begin learning a brand new language, in my opinion. We had a flipped-classroom style, which everyone who I have talked to about it did not like at all. Prerequisite",2,2019-04-29,SI106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31674612,162,"Resnick was a nice guy but not a great professor. This was an intro level coding class, and sometimes he would throw things at students were pretty advanced. Also, some of the problem sets were not clear on what you needed to do. The class itself was just unnecessarily difficult at times and I felt lost often, even with discussion and the book.",2,2019-04-25,SI106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29804513,162,"Don't waste time going to the lecture except at the end of the semester when conceptual non python material is taught. Paul is fine, but I learned the majority of the material through the online textbook. The class picks up in difficulty when we move on from RSI and start using the Jupyter notebook so be warned.",3,2018-04-14,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28693189,162,People should learn from this man how to create a course. Phenomenal! Lots of respect and admiration for Professor Paul Resnick. He is an extraordinary manager and an exceptionally pleasant personality. People don't realize how busy this man actually is before passing comments about him. He cracks some 'geeky' jokes in class too!!,5,2017-09-23,SI506,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
27660984,162,This course was replicated for a graduate class but taught as an undergrad class. General concepts with no application to the real world. Grading is different and you are forced to use social media even though it is against your will.,2,2017-01-03,SI106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27444901,162,"Truly the worst professor ever. The class is incredibly unclear, and he doesn't even teach. You must learn on your own outside of class and lecture is led by GSIs. Could not meet with him once throughout the entire semester.",1,2016-12-12,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26956351,162,"Arrogant and condescending (even though insists on us calling him just ""Paul""), this professor clearly needs some training in getting his ideas across to people while respecting alternative viewpoints. Doesn't bother with homework, group projects, nor participation, he just grades everybody on midterm and final.",1,2016-09-06,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26802067,162,The class has clear grading criteria and Paul is obviously very intelligent in the field. The exams are easy if you actually do the homework on your own without looking up the answers online. He also offers extra credit and drops your lowest homework assignment. Exams and the final project are worth most of your grade.,5,2016-07-13,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26404963,162,Definitely have to work hard for the grade. Go to lecture and office hours as much as possible. Problems sets due every week and you should definitely study hard for the 2 exams. Final project is going to take a lot of time and he really doesn't help much when you ask. He just makes you figure it out. GSIs are super helpful in section though.,3,2016-04-28,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25844357,162,"Yes, this is a hard class, but I'm so glad I took it as my first intro to programming, which is difficult to learn and even harder to teach. Resnick did an OK job with that. Take this class for actual learning and don't expect an A without working for it! Office hours were helpful and you learn a lot by helping/collaborating with other students.",3,2015-12-29,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25809919,162,"I'm surprised by the comments below; homework problems were fairly easy, and he gave multiple extra credit assignments throughout the semester. Never coded before, never went to office hours and did well. As a social science person, this was the most useful class I took in college, so don't let other reviews deter you!",4,2015-12-23,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25737239,162,"This class is not an intro level course. Spent 30+ hours on the project, and countless hours doing weekly problem sets. I will actually be happy if I get a C.... I have never felt so helpless and frustrated in a class.",1,2015-12-17,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25727378,162,"This class was absolutely HORRIBLE. It is false advertised as a beginner's coding class, but it is extremely difficult to understand the concepts without some prior knowledge even if you put in hours of work and effort to try and succeed. Resnick is not a good professor in the slightest because he doesn't know how to teach at a beginner's level.",1,2015-12-16,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25727348,162,"Hardest class I have ever taken. The work load is nearly impossible. He skips over the confusing and hard concepts. Tests are incredibly hard and don't follow previous practice exams. Assigned us homework, a final project, AND a final exam all in the last two weeks of the course. Worst teacher ever. DON'T take if you don't need to.",1,2015-12-16,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24599282,162,"Genuinely cares about his students' success. Yes it's a hard class but that is because the content is hard not because of the teacher. Expect to work and not get an A, but if you go to his office hours you will do significantly better. Really admired him as a teacher and person.",4,2015-04-15,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24239026,162,Professor Resnick was a great professor. He made learning python very enjoyable. The textbook is online and is extremely helpful. He is eager to answer any questions students have and is a super nice professor. I learned a ton from taking this class!,4,2015-01-06,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24092352,162,"Professor Resnick the GSI put a lot of work into making this class a good learning experience, and it shows. The exercises in the book are actually helpful and the main textbook is free. They are willing to meet with you and work 1:1 on problems you have. This class kicked my butt because I didn't use them as resource early enough.",4,2014-12-15,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22905746,162,This class is really hard for me so far. I have no prior experience with Python and the textbook was good until they just threw us into the actual program completely blind. I have no idea what's going on right now and I'm just praying for a C. The teaching is eh. You're in better shape if you've had prior experience.,3,2014-03-12,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22848965,162,"I don't know why people are upset about this guy. He's genuinely concerned about the understanding and hence success of his students, he's a really great guy (albeit a bit shy), and an interesting lecturer as long as you make the effort to tune in. This is his first time teaching SI 106 (previously EECS 182), and he's doing a fantastic job so far.",5,2014-02-18,SI106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20960673,162,"EECS 182 is easy for the first half and helps get you up to speed in programming for the second half which goes all the way to making your own (simple) web application. It's not hard if you go to every lecture, if you get behind and don't go to office hours to catch up it is easy to start doing really badly.Every lecture builds to the final project",4,2012-12-05,EECS182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20383204,162,This is not an intro course. If you have not had computer programming in the past skip this class or you will spend a large amount of your time trying to catch up with the professor. Spent countless nights with the GSI's who were very helpful. Year end project was impossible and was extended because students could not get it to work. Very hard!,1,2012-06-05,EECS182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20159910,162,"he was alright at explaning the materials and we had fun class activities. However, the three papers which determined your grades were graded really tough because a grader graded it. Definetly the toughest SI class i've taken so far.",3,2012-04-30,SI429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19398508,162,"Here's the truth about SI 182: If you are coming in with prior programming experience, the class is very easy and you will genuinely enjoy learning all that Paul has to teach. If you are taking this class as an introduction to programming, it's HARD. Still got an A-, but you really have to dedicate yourself to the cause. GSI's were helpful",4,2011-12-06,EECS182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18317473,162,"SI182, ladies & gents, is NOT, I repeat, NOT an intro class to programming. He assumes prior knowledge to the class and if you have no experience, you literally find yourself racing to catch up. It's ridiculous to spend two class sessions teaching us the basics, and then diving into CSS and HTML when this is not even the class's focus! DONT TAKE.",2,2011-03-27,SI182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17056844,162,The first paper was randomly assigned with no warning or informative emails. The semester Google Adwords project had little to do with the class and many students ran into problems. Overall very bad class and grading is sketchy at best. Do not take this class for fun! Don't even take it to fulfill an elective!,2,2010-04-25,SI529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16980346,162,"I'm surprised by all the bad reviews. Resnick isn't the greatest teacher in the world, but he's far from the worst. He genuinely wants his students to learn, and I would definitely recommend him.",4,2010-04-12,SI182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15918398,162,"There's better classes out there, this one is not worth the opportunity cost. I had lots of amazing classes with Leda Adamic, Paul Edwards, Drago Radev. This one, and Paul Resnick in particular, were the worst in terms of learning environment (condescending), feedback (none), and concepts (rehashed info from other domains/classes)",1,2009-05-31,SI575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15918363,162,"SI should not keep such people among its faculty. Paul is unhelpful and just plain mean-spirited which hardly promotes learning. I expected more serious consideration of classes and choice of faculty from a top school like Michigan. Only over-qualified students seem to learn from his class, or at least those already experienced adn tech savvy.",1,2009-05-31,SI182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15635941,162,"Do not take this class if you are truly a beginner in programming, this professor does not know how to explain the course material without the employment of the field's discourse. He will try to help you with the material, but it's useless if you are grappling with the basics. He fails to see that you need to understand the concepts, not answers.",2,2009-04-10,SI182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14185958,162,"Whether or not he intends to be arrogant and mean-spirited, he sure comes off that way at times. Nicknamed ""Napoleon"" by some...",2,2008-03-20,SI575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12677006,162,"Resnick is a great teacher who cares that his students learn. These people who are reviewing him poorly must be either lazy or stupid (or both). Yes, you have to work hard in his class to get a good grade, but this hard work is rewarded by real understanding.",4,2006-12-24,SI540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11423139,162,"While he seems to have students' interest at heart, he still manages to embarrass students in class when they ask questions by essentially inferring that the Q was dumb. Openly favors more tech savvy students while showing disain for those not tech savvy.",2,2006-01-26,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661515,162,unfortunately he's still around,1,2005-04-19,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548983,162,terrible professor,3,2005-04-03,SI540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508949,162,No Comments,1,2005-03-27,SI540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071687,162,No Comments,1,2004-12-19,SI540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748285,162,No Comments,5,2004-02-24,SI575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37234089,164,Psych 356 with Professor Shah is very interesting. Professor Shah is clearly knowledgable about the subject and seems very willing to meet with students after and outside of class.,5,2022-12-23,PSYCH356,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36830611,164,10/10,5,2022-11-14,PSYCH356,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36697323,164,"She teaches Educational Psych but she does not really know how to teach this course. A bunch of information on the slides with no clear key points, have to spend a lot of time watching the recording to take notes. Exam questions are vague, she asks you to find research as evidence, but many of them she doesn't take it. She didn't say it ahead.",2,2022-10-13,PSYCH356,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19377263,164,Priti is a great professor. Her presentations were all very interesting and she was always willing to give help to those who needed it. She was also very welcoming and her suggestions have helped make my transition from high school to college much easier. Overall a great teacher!,5,2011-12-04,PSYCH120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19263891,164,really funny and exciting to learn research result from.,4,2011-11-17,PSYCH120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18013965,164,"Priti was very nice and the material was interesting. However, some of the exam questions were poorly written and ambiguous. Luckily, she offered lot of extra credit (clicker questions during lecture).",4,2010-12-21,PSYCH356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17757200,164,"Dr. Shah is a really great professor. She is funny, enthusiastic, and kind. She is also very fair and provides EC opportunities. She tries not to be boring in lecture too.",5,2010-11-12,PSYCH356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16574640,164,"In my opinion, one of the best professors at Michigan. If you attend lecture, pay attention, take notes, study for the exam, you will do amazing in the class. She is an amazing lecturer. The class presentations were really fun- it helped the learning process! Priti is the best!!!!!",5,2009-12-16,PSYCH348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16532738,164,"priti is my favorite professor so far. great, interesting class. very enthusiastic about what she's teaching. easy A without a lot of work.",5,2009-12-11,PSYCH120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16529307,164,"Priti is definitely one of the best professors at this university. SAfter our mid-term was handed back she stated that pretty much everyone had received A's and she was just going to double that grade for our final. A god-send amongst other professor's who put holes in your pocketbooks, GPA, and self-esteem. A MUST TAKE!!!!",5,2009-12-11,PSYC120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16505774,164,"Priti is the BEST. She understands that students are here to succeed, unlike most teachers who are out to make their students fail. As long as you do the homework, you will be fine. She is definitely one of the coolest teachers i have EVER had.",5,2009-12-09,PYCH120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16379296,164,"Amazing, very interested in her topic. Conducts research in psychology and is a very easy grader",5,2009-11-16,PSYCH120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15681418,164,"Fun class, really easy, must take",5,2009-04-21,PSYCH120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13902444,164,P-Shah is the best!,5,2007-12-23,PSYCH610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13786365,164,"This was a good class. I really liked how there was no textbook, only online articles (saved me a lot of money!) Priti is cool and understands that many of the kids in her class were planning on going to grad/professional school after college. This was a class where the student presentation projects were actually informative and fun as well :)",5,2007-12-10,PSYCH348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13029777,164,I love this teacher! She is really nice and understanding and really knows what she is talking about. Tests are straight forward and easy.,5,2007-04-18,PSYCH348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12707003,164,"I had her for an amazing freshman seminar. She was approachable, helpful, and fun. The class was discussion based and interesting. She is extreamly fair and the class provided an excellent transition from high school to college courses.",5,2007-01-02,PSYCH121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12210230,164,Great teacher for Psychology of Thinking. Very pragmatic. Proactive teaching.,4,2006-09-03,PSYCH327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28480861,165,"Professor Q Mei is a poor communicator and teacher. He does not know how to manage a class. His GSIs take months to check assignments and Qiaozhu does absolutely nothing about it. 60-70% of his students are absent for most of his classes. He does not care about his students at all and refers to them by the term ""folks"" even at the end of the term!",2,2017-06-23,SI650,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24637011,165,Cool!,5,2015-04-21,SI650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42422214,17,"The workload is doable and there were about 2 or 3 exams, about 10 or 11 homeworks, discussion assignments, and 3 projects. The lectures were informative and the in-lecture practices, as well as the assignments they were helpful as well. The class is late on grading and a bit crammed in.",4,2025-12-31,SI206,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42374791,17,"This was my first programming class at UMich and definitely a step up from what I was used to. Grading time took a long time; however, it wasn't really an issue for me. A major positive is the extra credit, which gives chances to make up points. Overall, the class is challenging but fair if you put in the effort, and you should get an A.",4,2025-12-22,SI206,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41823439,17,"All her grades are at least 2 weeks late, never on time, and you have to go to office hours to ask anything regarding your assignments. Every question has it's own form you have to fill out. Your emails won't be responded to, and you have to use Piazza to communicate. Her class format is the only good, but the discussion sections are the worst.",1,2025-11-07,SI206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41823427,17,"Her descriptions of assignments or projects is the worst, she takes 3x as much words to explain the same thing in much simpler contexts. Her TA's delay everything, they're all basically other undergraduate students who simply cannot afford to prioritize just her class over other stuff obviously. God knows why she won't hire GSI's.",1,2025-11-07,SI206,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38747967,17,"Receiving participation credit for attending class is really easy, she is a really nice professor who doesn't discourage students from getting things wrong. There is also a lot of opportunity to improve your grade if the tests or projects don't go well.",4,2023-12-19,SI206,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36370931,17,"SI 206 was a great class because it exposes you to a bunch of different useful topics, while it doesnt go super in depth, its a solid introduction for everything given the length of class time available. I did find that the lectures were sometimes not that prepared in the sense there was downtime sometimes due to issues.",4,2022-05-18,SI206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36186236,17,"Ericson was not a very good teacher. She knew the information herself, but that doesn't mean she knew how to explain it to students - especially people who are beginners or don't understand the concepts very well. She often just showed slides without explaining them and when asked questions gave very vague, unhelpful, sometimes rude answers.",2,2022-04-28,SI206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35649024,17,"I have seen some rate my professor talking about grade disputes but if you make valid disputes Professor Ericson will hear you out and she definitely listen to you, she is a great professor and truly cares about her students",5,2021-12-24,SI206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35636596,17,This professor is among one of the worst professor I have ever had if the class is not required for you do not take her course.,1,2021-12-22,SI206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35634431,17,"I will be honest the class itself is pretty easy but this professor is so terrible at teaching. I have gone to Office hours, and it is so disorganized and she acts like she has never seen the projects before. Even when you try to grade dispute she will not listen. I am excited to never have to take a course with this professor again.",1,2021-12-22,SI206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35161211,17,Awesome job,5,2021-10-27,SI206,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
34041437,17,i dont even go to this school but i use the picture of this women for every picture coding assignment ive ever done her picture was provided in our class and i cant name a single time i didnt pull out barbara dot jpg for an assignment,5,2020-12-12,SI206,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
33967907,17,"Dr. Ericson is a wonderful person. Smart and a good lecturer. A great lecturer, actually. But the course is terrifyingly disorganized and I dispute many of my grades. SI 206 is the wild west of learning. Exciting and depressing at the same time. COVID may be a factor in this.",2,2020-12-07,SI206,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33863845,17,Prescribes an excessive amount of required assignments on learning platform her lab is invested to generate more data at the expense of students doing anything actually useful with their time. Assigned multiple assignments due during the one and only break we had during the semester. Terrible organization; grading and feedback takes forever.,1,2020-11-21,SI206,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32636285,17,"Barb is very sweet and I love her as a person. She is very passionate about teaching, but the class feels like a zoo at times with how unorganized it is. The GSIs mostly run the show, but it seemed like there wasn't much communication between the whole instruction team. Class is an easy A (if you at least try), and there's TONS of extra credit.",3,2019-12-13,SI206,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32322571,17,"I wish all of my coding instructors had been as great as professor Ericson. She is able to break down confusing concepts so students can understand it, slides are very clear, concise, and easy to follow. So long as you attended all the lectures, did every assignment and went to office hours there is no reason you won't get an A.",5,2019-10-26,SI206,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31678089,17,"Very nice, keeps lectures interesting, doesn't surprise with unexpected material on exams/projects. We had 10 homeworks, 2 projects and 1 midterm. iClicker in lecture. Very good at explaining concepts. Sometimes unclear about criteria and requirements. Really not hard to get an A if you do the assignments and pay attention.",5,2019-04-25,SI206,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41768326,175,"Definitely a great professor, but not the most caring or empathetic. I think she is misunderstood, and a lot of her jokes don't go over well with the class. I learned a lot, and I think she is very knowledgeable, but don't expect to get away with any BS in this class. Bring your A game!",4,2025-10-28,SI330,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
40900680,175,timeline is seriously off. does not know how to speak to students like humans. for some reason wont post standard answer keys (makes the students write the answer keys then grades the students' answer keys or will post the answers but maybe to like 1 or 2 problems) the worst part is that i enjoy the class content i just do not like her at all,1,2025-04-09,SI330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40863513,175,girl whatever,2,2025-04-03,SI330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40765467,175,this professor hates answer keys and doesn't approve students' circumstances and doesn't know how to spell AND shes bad at her job and has a FAB pick a struggle pls,1,2025-03-13,SI330,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40679795,175,"Refuses to post answer keys nor lectures — why? Lectures, okay — but answer keys? I don't think she's very good at teaching either. I actually think she's very smart but she just doesn't necessarily communicate effectively with students outside of academia. Good luck in this class LMFAO",3,2025-02-17,SI330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39302108,177,"I think Prof. S is insanely smart and knows a lot about technology, but I hated the way both her and Prof. Bui taught the class. This class had such high potential and could have easily been such an interesting and engaging course, but the lectures were so boring and unorganized that I genuinely dreaded going to lecture twice a week.",3,2024-04-29,SI410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39156283,177,Sarita was constantly narcissistic and condescending during the lecture. Always felt like she didn't want to teach the class and had something better to do. Did not enjoy her teaching style and was the main pain that I had throughout the class.,1,2024-04-11,SI410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38959217,177,Neither knew about the topic she talked about nor how to respect each individual. For the first time my life I found a person could be such educated and disrespectful at the same time.,2,2024-02-07,SI410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38955970,177,Professor Schoenbebeck is routinely abrasive and condescending to students and/or the class as a whole in the lecture sections. Not sure if this is intentional or a product of something else; it is hard to get over nonetheless.,2,2024-02-06,SI410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
